TOTAL_TAGS,BGCT,DQTA(k_max=3),EAQ_CBB,EMDT,FHS_RAC,HT_EEAC,LAPCT,NLHQT(n=1),NLHQT(n=2)
1000,967.0806,536.8029,343.8415,750.9278,372.5834,390.1848,328.9360,0.0000,0.0000
2000,1644.0321,1018.6437,344.3546,737.4572,459.9111,285.3869,325.6618,0.0000,0.0000
3000,2532.7917,1896.8104,332.9307,710.0184,396.2087,239.9612,323.9496,0.0000,0.0000
4000,2539.2754,1885.7351,347.6457,708.3082,372.6827,200.1059,323.9757,0.0000,0.0000
5000,3468.8708,534.2596,332.7494,714.3412,460.7664,168.9385,323.2936,0.0000,0.0000
