TOTAL_TAGS,BGCT,DQTA(k_max=3),EAQ_CBB,EMDT,FHS_RAC,HT_EEAC,LAPCT,NLHQT(n=1),NLHQT(n=2)
1000,68.0270,134.1260,217.7948,27.7508,195.2680,101.3936,229.3960,64.1420,44.5740
2000,36.6375,67.4430,217.1864,29.0334,156.7700,145.2704,231.6625,66.0705,22.2865
3000,20.6960,33.1950,224.3632,28.4900,183.2027,176.6424,232.8597,68.0550,47.1567
4000,20.6307,33.4335,214.8954,27.1634,195.2490,216.0939,232.8417,68.0350,47.1430
5000,12.5302,134.7880,224.2641,25.7391,156.4788,260.0514,233.3196,70.0498,23.5922
