BINARY_LENGTH,DQTA(k_max=3),EAQ_CBB,EMDT,LAPCT,NLHQT(n=1),NLHQT(n=2),PBGVCT
64,4.0000,1.0000,4.0000,9.0000,13.0000,7.0000,2.0000
96,4.0000,1.0000,4.0000,8.0000,12.0000,8.0000,2.0000
128,4.0000,1.0000,4.0000,8.0000,13.0000,8.0000,2.0000
160,4.0000,1.0000,4.0000,8.0000,12.0000,8.0000,2.0000
192,4.0000,1.0000,4.0000,8.0000,12.0000,8.0000,2.0000
256,4.0000,1.0000,4.0000,9.0000,13.0000,7.0000,2.0000
